id,slug,name,kind,expectedCategory,actualCategoryIds,status
coffeeBrunchRestaurants_7d6f8bb1e944,cat-cafe-athens-7-pers-allowed-age-14-7d6f,Cat Cafe Athens (7€/pers  Allowed Age 14+),restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_7d7ce290df83,dalu-7d7c,Dalu,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_7d9521648c08,gellissimo-biscoto-brunch-coffee-thessaloniki-7d95,Gellissimo Biscoto | Brunch • Coffee | Thessaloniki,restaurant,coffee-brunch,coffee-brunch|desserts,OK
coffeeBrunchRestaurants_7dd888878942,botanical-garden-bistrot-7dd8,Botanical Garden Bistrot,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_7dfa5bb5c12c,argithea-7dfa,Αργιθέα,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_7e71dcad1f15,sinaloa-beach-club-7e71,Sinaloa Beach Club,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_7ef5924c8dc6,velanos-mykonos-brunch-breakfast-cocktails-7ef5,Velanos Mykonos - Brunch  Breakfast & Cocktails,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_7f2ed8602049,moxa-espresso-bar-7f2e,Moxa Espresso Bar,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_7f4487a3dbe7,to-tapsaki-7f44,ΤΟ ΤΑΨΑΚΙ,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_7f4ca735b5ec,laterna-7f4c,Laterna,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_80a974b8dc70,estiatorio-limnis-80a9,Εστιατόριο Λίμνης,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_80f636c96420,azimouthio-80f6,Azimouthio,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_8123cddfff42,rey-pablo-8123,Rey Pablo,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_818fcc5b16a1,zappa-athens-at-aigli-818f,Zappa Athens at Aigli,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_819a67237a78,zimis-819a,Zimis,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_81babb19d554,anax-brunch-all-day-bar-81ba,Anax - Brunch & All day bar,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_843447e20995,peinirli-kastanias-8434,Πεϊνιρλί Καστανιάς,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_848168a5d6a3,cornell-8481,Cornell,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_84cd01d24fd5,alkyoni-cafe-84cd,Αλκυόνη Cafe,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_854c31e0ceee,la-luna-854c,La Luna,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_85c9b3242244,this-is-loco-85c9,This is Loco,restaurant,coffee-brunch,coffee-brunch|vegetarian,OK
coffeeBrunchRestaurants_85d40f2fead5,koyl-athens-koul-athens-85d4,Κούλ Άθενς (Koul Athens),restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_869f5a48d72d,isalos-869f,Ίσαλος,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_86c49b223ca7,gaya-athens-86c4,GAYA Athens,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_88ec9d6dfbbc,joshua-tree-cafe-88ec,Joshua Tree Cafe,restaurant,coffee-brunch,coffee-brunch|vegetarian,OK
coffeeBrunchRestaurants_897460bbed61,sovolos-zacharoplasteio-foyrnos-8974,Sovolos - Ζαχαροπλαστείο - Φούρνος,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_89f23e6089a9,philos-athens-89f2,Philos Athens,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_89fa6586b876,naked-athens-89fa,Naked Athens,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_8a37a705164c,ola-mykonos-breakfast-tacos-cocktails-8a37,Ola Mykonos - Breakfast  Tacos  Cocktails,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_8adec72ceea5,o-vrazilianos-8ade,Ο Βραζιλιάνος,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_8b66a0a4f338,moorings-8b66,Moorings,restaurant,coffee-brunch,coffee-brunch|luxury-dining,OK
coffeeBrunchRestaurants_8bc5f44d74ac,kalimeres-8bc5,Kalimeres,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_8c2176607636,donkey-garden-8c21,Donkey Garden,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_8cd2a3bebc65,red-jane-bakery-8cd2,Red Jαne Bakery,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_8ce44b297b18,la-grotta-bar-8ce4,La Grotta Bar,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_8d3de33104cf,the-brunch-factory-8d3d,The Brunch Factory,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_8e0209d5d821,efimerida-ath-8e02,Εφημερίδα ATH,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_8e7fd42757f5,koukos-8e7f,Koukos,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_8e8ab9c3ae16,alatiera-8e8a,Alatiera,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_8ebbeeadfb00,jerry-s-8ebb,JERRY’S,restaurant,coffee-brunch,coffee-brunch|vegetarian,OK
coffeeBrunchRestaurants_8eea389a06d0,santo-belto-8eea,Santo Belto,restaurant,coffee-brunch,coffee-brunch|desserts,OK
coffeeBrunchRestaurants_8f68ea1d28c9,isalos-beach-club-8f68,Isalos Beach Club,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_901c6f873e9a,pantry-coffee-and-brunch-spot-901c,Pantry coffee and brunch spot,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_9057c09060eb,espresso-house-9057,Espresso house,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_9257bf81b3ff,fairytale-to-paramythopoleio-tis-n-filadelfeias-9257,Fairytale – Το Παραμυθοπωλείο της Ν. Φιλαδέλφειας,restaurant,coffee-brunch,coffee-brunch|desserts,OK
coffeeBrunchRestaurants_92ee7041cad1,hush-coffee-brunch-92ee,Hush - Coffee & Brunch,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_9305c93ce682,canteen-all-day-bar-restaurant-9305,Canteen All day Bar Restaurant,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_9312a9a8b653,historic-lounge-bar-9312,Historic lounge bar,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_93d5a5bf934a,bite-box-93d5,Bite Box,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_9458a245dc3c,mr-peacock-9458,Mr Peacock,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_946f8ff0112c,hippy-hippo-946f,Hippy Hippo,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_9494334a3889,theory-bar-9494,Theory Bar,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_95ba17233631,almira-beach-bar-95ba,Almira beach bar,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_95dcd35af657,artopoieio-zacharoplasteio-arto-zymia-95dc,Αρτοποιείο Ζαχαροπλαστείο "Αρτο..ζυμιά",restaurant,coffee-brunch,coffee-brunch|desserts,OK
coffeeBrunchRestaurants_964653005e5d,maharaja-skg-heaven-of-shisha-9646,MAHARAJA SKG - Heaven of Shisha,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_97411cb6d764,beach-bar-pantelis-9741,Beach Bar Pantelis,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_97adfd0567d5,the-underdog-flagship-store-thissio-97ad,The Underdog® Flagship Store Thissio,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_987872bb6308,country-breadery-9878,COUNTRY BREADERY,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_988f2cbbbd9c,liystor-988f,LIYSTOR,restaurant,coffee-brunch,coffee-brunch|rooftop-lounges,OK
coffeeBrunchRestaurants_996e363973c7,karavi-beach-bar-996e,Karavi Beach Bar,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_99f4eb4b50a8,paul-99f4,Paul,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_9ae1dd6e7d5a,psomas-n-mokka-kafekopteio-a-e-e-9ae1,ΨΩΜΑΣ  Ν.  "ΜΟΚΚΑ ΚΑΦΕΚΟΠΤΕΙΟ" Α.Ε.Ε.,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_9b3f9081336d,amaya-beach-club-9b3f,Amaya Beach Club,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_9b9341bfba14,join-juice-bars-9b93,JOIN juice bars,restaurant,coffee-brunch,coffee-brunch|vegetarian,OK
coffeeBrunchRestaurants_9c4210ba6277,72h-artisanal-bakery-eatery-athens-9c42,72H Artisanal Bakery & Eatery Athens,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_9c4fad0bdb87,opus-coffee-and-more-9c4f,Opus coffee and more,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_9c82093341f1,kazba-bar-kouzina-9c82,Kazba Bar Kouzina,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_9cbeb6df46a2,mlrt-sourdough-microbakery-9cbe,MLRT Sourdough microbakery,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_9ce003d4ec0a,alto-corto-cafe-9ce0,Alto Corto Cafe,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_9d6d468c274d,mikro-tinos-9d6d,Mikro Tinos,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_9e14262d126e,artisti-prozymi-9e14,Artisti Προζύμι,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_9f516ac09de5,tsitsanki-9f51,Tsitsanki,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_9fa36f8be04c,rou-leisure-gatherings-9fa3,Rou Leisure Gatherings,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_a0c4a7f4af97,oi-pites-tis-giagias-eyridikis-a0c4,Οι πίτες της γιαγιάς Ευριδίκης,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_a0f98e1c2b12,aiakeion-a0f9,Αιάκειον,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_a15eff32047d,wallstreet-athens-a15e,WallStreet Athens,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_a1cebd140b7f,fluffy-brunch-a1ce,Fluffy Brunch,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_a1d642828b23,halki-cafe-bistro-a1d6,Halki Cafe Bistro,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_a3230d252f22,bayard-cafe-bar-a323,Bayard Cafe Bar,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_a3547d8efbea,kolokytha-a354,Kolokytha,restaurant,coffee-brunch,coffee-brunch|desserts,OK
coffeeBrunchRestaurants_a3e6dda2655d,tazza-caffe-a3e6,Tazza caffe,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_a4f088033efd,petrino-beach-restaurant-a4f0,Petrino Beach Restaurant,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_a4fbdc252bf8,sophia-seaview-suites-restaurant-a4fb,SOPHIA seaview suites & restaurant,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_a5983b685dbd,to-peinirli-tis-neas-ionias-a598,To Peinirli tis Neas Ionias,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_a5bfbc32c87f,hurmas-all-day-bistro-restaurant-a5bf,HURMAS | All Day Bistro & Restaurant,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_a5c0f29b5820,tempo-social-club-a5c0,Tempo Social Club,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_a61757d67613,diakopes-kafe-mpar-a617,ΔΙΑΚΟΠΕΣ καφέ-μπαρ,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_a657f6b8a354,lovely-days-a657,Lovely Days,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_a6de03ead415,bourtzi-skiathos-a6de,Bourtzi Skiathos,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_a7d2f7f99d61,flaked-croissanterie-moschato-a7d2,Flaked Croissanterie Moschato,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_a82e7e155ac7,micafetal-a82e,miCafetal,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_a919b680f3b5,48-a919,48,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_a95b26c47b64,hygge-athens-a95b,Hygge Athens,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_a96c83f91f07,kumquat-speciality-coffee-brunch-cocktails-a96c,Kumquat / speciality coffee / brunch / cocktails,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_aa05248e4e74,apokalipsi-kythnos-aa05,Apokalipsi Kythnos,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_aa7bbba77011,dolce-cafe-aa7b,Dolce Café,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_aaacdfd97bc2,lemonis-bakery-aaac,Lemonis Bakery,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_ab1d021ea45b,muse-bistro-ab1d,Muse Bistro,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_aba1a76a9734,batistas-bakery-aba1,Batistas Bakery,restaurant,coffee-brunch,coffee-brunch|desserts,OK
coffeeBrunchRestaurants_ad2114e7ac37,bannie-ad21,Bannie,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_ad573219eedf,ergon-agora-ad57,ERGON Agora,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_ad607df7652f,samba-coffee-roasters-the-shop-ad60,Samba Coffee Roasters | The Shop,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_adc2f257af84,platanos-cafe-restaurant-adc2,Platanos Cafe Restaurant,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_ae05cdf60e88,adad-books-cafe-ae05,Adad Books & Café,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_ae83561038ee,earth-athens-cafe-ae83,Earth Athens Cafe,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_af73cfd62392,the-zillers-pastry-bar-af73,The Zillers Pastry Bar,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_afaf99ec8235,cafe-prago-afaf,Cafe Prago,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_b00f4e81c5ad,4m-rule-of-4m-b00f,4m (Rule of 4m),restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_b086083463ae,join-juice-bars-b086,JOIN juice bars,restaurant,coffee-brunch,coffee-brunch|vegetarian,OK
coffeeBrunchRestaurants_b203c212827d,remetzo-kafe-b203,Ρεμετζο καφέ,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_b37184d12246,margiora-b371,Margiora,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_b47f6bd0d6ab,bahamas-urban-brunch-bar-b47f,Bahamas Urban |Brunch| Bar,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_b487090aef38,moonkiz-cafe-b487,Moonkiz Café,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_b487e1e8e4bb,la-mer-b487,La Mer,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_b5b417f95cd1,maistrali-b5b4,Maistrali,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_b5c74e889058,bunny-tail-b5c7,Bunny Tail,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_b5cf03ae48c6,poco-loco-beach-baracantina-b5cf,Poco Loco Beach BARaCantina,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_b61f62d1d8af,coffee-joint-b61f,Coffee Joint,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_b83fc8a35279,byrek-b83f,Byrek,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_b84b53e707eb,crystal-beach-bar-b84b,Crystal Beach Bar,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_b9249c7456d4,patriko-pub-cafe-b924,Patriko Pub-Cafe,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_b9814a0d3d11,fiki-beach-bar-restaurant-b981,Fiki Beach Bar & Restaurant,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_b9882b026b76,montakioy-maroysi-b988,ΜΟΝΤΑΚΙΟΥ ΜΑΡΟΥΣΙ,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_b9df566768c1,kora-b9df,KORA,restaurant,coffee-brunch,coffee-brunch|desserts,OK
coffeeBrunchRestaurants_ba1c57c3e046,katafygio-mpafi-ba1c,Καταφύγιο Μπάφι,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_baef4762247d,chelsea-hotel-baef,Chelsea Hotel,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_bb53d56df5ab,candybar-bb53,Candybar,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_bcef1a0d2ebe,aroma-plateias-bcef,Άρωμα πλατείας,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_bcf369879144,melimilon-naxos-bcf3,Melimilon Naxos,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_bcfaf36dacbe,tyropites-o-mitsos-bcfa,Τυρόπιτες ο Μήτσος,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_bd7fc0151f49,fasolu-restaurant-beach-bar-bd7f,Fasolu Restaurant - Beach Bar,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_bdb82f4fba9a,kukunari-beach-bar-bdb8,Kukunari Beach Bar,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_bdf81375a84e,ere-athens-bdf8,ERE Athens,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_be3a53f7f3e4,paul-kifisia-be3a,PAUL Κηφισιά,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_bf37b14fbfdf,kool-food-and-coffee-bf37,KOOL Food and Coffee,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_c191ebb5fd6a,teras-athens-c191,Teras Athens,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_c2c74292ab30,hamsa-beach-bar-restaurant-c2c7,Hamsa Beach Bar - Restaurant,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_c2dcfed13dc1,to-vazaki-juice-bar-c2dc,Το Βαζάκι Juice Bar,restaurant,coffee-brunch,coffee-brunch|vegetarian,OK
coffeeBrunchRestaurants_c3458e08944b,to-stavri-bakery-to-stayri-c345,To Stavri bakery (Το Σταυρί),restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_c3b8d7875a67,upon-c3b8,UPON,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_c3bee7217dfe,elephant-beach-bar-c3be,Elephant Beach Bar,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_c494cdae0eac,penny-lane-comfort-food-c494,Penny Lane Comfort Food,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_c49fc6ae7fef,rotonda-cafe-bar-restaurant-in-naxos-c49f,Rotonda - Cafe Bar Restaurant in Naxos,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_c55d3c25167d,batard-c55d,Batard,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_c560ff32aef8,sempre-coffee-cocktail-bar-c560,sempre coffee & cocktail bar,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_c5fcdd8f5d50,slow-kaffe-and-wine-c5fc,Slow Kaffe and Wine,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_c6ccd807225a,bread-b-c-bread-before-christ-c6cc,BREAD B.C. Bread Before Christ,restaurant,coffee-brunch,coffee-brunch|desserts,OK
coffeeBrunchRestaurants_c7392dd258a0,lemonis-bakery-c739,Lemonis Bakery,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_c75ff3cb9f5e,rafiki-outdoors-c75f,Rafiki Outdoors,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_c803c29789d7,peach-boy-c803,Peach Boy,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_c810e7744123,hermanos-c810,Hermanos,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_c8a38ea13a91,the-roosters-tinos-c8a3,The Roosters Tinos,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_c8f5eed1bfbd,encore-beach-bar-c8f5,Encore Beach Bar,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_ca5c6fd3b033,plakaki-cafe-ca5c,Plakaki Cafe,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_caa1d894f98a,kafepoleion-caa1,Kafepoleion,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_cab3ccb32dd1,come-back-cab3,come back,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_cae5ad9a4492,join-juice-bars-cae5,JOIN juice bars,restaurant,coffee-brunch,coffee-brunch|vegetarian,OK
coffeeBrunchRestaurants_cb81e6db9390,the-caravan-cafe-brunch-cb81,The Caravan Cafe | Brunch,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_cbf12f48a77e,mandarini-skg-cbf1,Mandarini_skg,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_ccfcae3739b1,the-liberty-breakfast-room-ccfc,The Liberty Breakfast Room,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_cd5c3a883c61,to-mantani-anthochori-cd5c,Το Μαντάνι Ανθοχώρι,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_cdd028e1f028,indianos-cdd0,Indianos,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_ce537fc177ce,fika-coffee-croissant-ce53,Fika coffee & croissant,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_ce89cd6aa5d7,kick-ce89,KICK,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_cec31106b257,canela-kamara-cec3,CANELA KAMARA,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_d00352ea6d8c,du-pain-boulangerie-patisserie-cafe-chaidari-d003,Du Pain - Boulangerie | Patisserie | Cafe - Χαϊδάρι,restaurant,coffee-brunch,coffee-brunch|desserts,OK
coffeeBrunchRestaurants_d047b317da2a,to-tsai-d047,To Tsai,restaurant,coffee-brunch,coffee-brunch|vegetarian,OK
coffeeBrunchRestaurants_d0cf8543ac4f,la-linda-bakery-cafe-d0cf,La Linda Bakery & Café,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_d1e128561b78,mylos-beach-bar-kos-d1e1,Mylos Beach Bar Kos,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_d230a95180a5,anafiotika-cafe-restaurant-d230,Anafiotika Cafe - Restaurant,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_d264f60c48b5,kekkos-traditional-cafe-pastry-d264,Κekkos Traditional Cafe & Pastry,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_d2dd2ec9a7b0,pangaia-the-food-project-d2dd,Pangaia - The Food Project,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_d3218a9e0fff,glarokavos-beachbar-d321,Glarokavos BeachBar,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_d36dcbf8db8e,nuffsaid-athens-d36d,NuffSaid.Athens,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_d3ad015b2f14,candycat-d3ad,CandyCat,restaurant,coffee-brunch,coffee-brunch|desserts,OK
coffeeBrunchRestaurants_d761c46075d4,le-petit-village-d761,Le Petit Village,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_d846b3398205,valenio-d846,Valenio,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_d86c8a19693a,kloyki-klouki-d86c,Κλούκι (Klouki),restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_d973150da438,godmama-s-yard-d973,Godmama's Yard,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_da407c688cb3,cocona-da40,Cocona,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_da9d2fc56763,acai-verao-athens-da9d,Açaí Verão Athens,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_dd445cb17731,zambri-dd44,ZAMBRI,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_dd910adc2566,beyond-the-walls-dd91,BEYOND The Walls,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_dda6cb75ebfa,snob-athens-luxury-rooms-espresso-gastro-bar-dda6,SNOB Athens Luxury Rooms & Espresso Gastro Bar,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_de7e3474dbb3,bouka-bouka-mare-de7e,Bouka Bouka Mare,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_dede4a68abbb,temps-perdu-dede,Temps Perdu,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_df11f874a198,samba-coffee-roasters-crossroads-df11,Samba Coffee Roasters | Crossroads,restaurant,coffee-brunch,coffee-brunch,OK
coffeeBrunchRestaurants_e00fbc861ff8,avaton-1739-coffee-wine-roof-e00f,AVATON 1739 - Coffee & Wine Roof,restaurant,coffee-brunch,coffee-brunch|rooftop-lounges,OK
