id,slug,name,kind,expectedCategory,actualCategoryIds,status
fishTavernasRestaurants_8bbe1388dc43,to-yperokeanion-8bbe,Το Υπερωκεάνιον,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_8be01291d057,steki-psarofagadon-8be0,ΣΤΕΚΙ ΨΑΡΟΦΑΓΑΔΩΝ,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_8c218ee54db9,trizoni-exclusive-8c21,Trizoni Exclusive,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_8c846286bb7f,hippocampus-restaurant-8c84,Hippocampus Restaurant,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_8d6cb659e1a2,psarokokkalo-tis-annas-8d6c,ΨΑΡΟΚΟΚΚΑΛΟ ΤΗΣ ΑΝΝΑΣ,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_8db62faa099d,soyrtoyko-mezedopoleio-8db6,Σουρτουκω μεζεδοπωλειο,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_8e7680f38e05,esperos-ichthys-psarotaverna-8e76,Έσπερος ΙΧΘΥΣ Ψαροταβέρνα,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_8f0cb7564598,margaro-8f0c,Μαργαρώ,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_8f48155428a0,almyriki-8f48,Almyriki,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_8f9bed2e06ef,mezen-salonica-8f9b,Mezen Salonica,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_8fa64823bdb9,psarokokkalo-8fa6,Ψαροκόκκαλο,restaurant,fish-tavernas,fish-tavernas|luxury-dining,OK
fishTavernasRestaurants_922d6e12caee,grada-nuevo-922d,Grada nuevo,restaurant,fish-tavernas,fish-tavernas|luxury-dining,OK
fishTavernasRestaurants_948960a20968,piscis-mikrolimano-9489,PISCIS (Mikrolimano),restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_94c27f69eb82,trata-94c2,ΤΡΑΤΑ,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_94cda06b3f37,ta-psarakia-94cd,Τα Ψαράκια,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_96126d9ba88c,zisis-9612,Ζήσης,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_96de444b7a10,porto-marina-porto-marina-96de,Porto Marina / Πόρτο Μαρίνα,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_973cb4eff711,almyra-973c,Almyra,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_980522cd3e49,allou-yialou-9805,Allou Yialou,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_9bf6858efa20,siparos-seaside-restaurant-9bf6,Siparos Seaside Restaurant,restaurant,fish-tavernas,fish-tavernas|luxury-dining,OK
fishTavernasRestaurants_9ca929492cba,o-takis-9ca9,Ο Τάκης,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_9e4956f003d0,tzanis-9e49,Tzanis,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_9e5577c171da,i-stoa-allios-9e55,Η Στοά Αλλιώς,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_9fc8afd8e173,psarotaverna-mezedopoleio-oyzeri-o-faros-9fc8,ΨΑΡΟΤΑΒΕΡΝΑ ΜΕΖΕΔΟΠΩΛΕΙΟ ΟΥΖΕΡΙ - Ο ΦΑΡΟΣ,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_a0a70eb01c99,ouzeri-kosmas-a0a7,Ouzeri "Kosmas",restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_a1376fc53fb5,omilos-restaurant-bar-a137,Omilos Restaurant Bar,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_a171f1b83cdb,oyzeri-o-skotadis-a171,Ουζερί ο Σκοτάδης,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_a1bff67a9f8a,estiatorio-giovita-a1bf,Εστιατόριο Γιοβίτα,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_a407d0c7dcab,restaurant-sidera-a407,Restaurant Sidera,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_a41c35691ce2,kritikos-restaurant-port-a41c,Kritikos Restaurant Port,restaurant,fish-tavernas,fish-tavernas|luxury-dining,OK
fishTavernasRestaurants_a5c38664939e,atlantikos-a5c3,Ατλαντικός,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_a752a7fe8192,matsuhisa-athens-a752,Matsuhisa Athens,restaurant,fish-tavernas,fish-tavernas|luxury-dining,OK
fishTavernasRestaurants_a7fb3513622e,liogerma-tis-athinas-a7fb,Λιόγερμα της Αθήνας,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_a8b54e1ce79d,kempaptzidiko-machalas-a8b5,ΚΕΜΠΑΠΤΖΙΔΙΚΟ ΜΑΧΑΛΑΣ,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_a989c7b64d77,mparmpoynaki-glyfada-a989,Μπαρμπουνάκι Γλυφάδα,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_aba93243463b,sunrise-fish-restaurant-aba9,Sunrise fish restaurant,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_ad8e3851f78d,to-50raki-toy-xenia-ad8e,Το 50ράκι του Ξενία,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_ae0677e73373,zarkadoylas-ta-kavoyrakia-ae06,ΖΑΡΚΑΔΟΥΛΑΣ - ΤΑ ΚΑΒΟΥΡΑΚΙΑ,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_aec820e07017,tasos-taverna-aec8,Tasos Taverna,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_aecb96de4396,savvas-aecb,Savvas,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_b12448499c96,psarotaverna-chamolia-b124,Ψαροταβέρνα Χαμολιά,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_b281006b20df,kafeneio-oyzeri-lesvion-b281,Καφενείο Ουζερί Λέσβιον,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_b2dc1ce51a26,mastello-b2dc,Mastello,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_b4d1c19f6fe6,askas-restaurant-b4d1,Askas Restaurant,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_b57bdf3c8aed,retselis-restaurant-b57b,Retselis Restaurant,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_b598193b21ce,gia-psaraki-b598,για ψαράκι,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_b5ecf6b7087f,psaromania-b5ec,Ψαρομανία,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_b653485690ac,apanemi-town-b653,Apanemi Town,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_b66c76146a47,psarotaverna-o-giannis-b66c,Ψαροταβέρνα Ο Γιάννης,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_b7db512b75ba,arias-restaurant-kythnos-b7db,Arias restaurant Kythnos,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_ba7d3e309d85,aristos-fish-restaurant-ba7d,Aristos Fish Restaurant,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_baf37ae6d6a8,korali-seafood-restaurant-agnontas-skopelos-baf3,Korali Seafood Restaurant . Agnontas Skopelos,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_bb093a6e7c1a,ouzeri-the-mills-bb09,Ouzeri The Mills,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_bc4a7296f096,ouzo-jordan-bc4a,Ouzo Jordan,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_bceb21ce5afb,bolas-restaurant-syros-bceb,Bolas Restaurant Syros,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_bd9876636f9e,to-steki-tou-psara-bd98,To steki tou psara,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_bdb6fa732eec,foititis-bdb6,Φοιτητής,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_bedd9566b385,thealos-thealos-bedd,Θέαλος - Thealos,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_bee964d3fc5b,akrogiali-bee9,ΑΚΡΟΓΙΑΛΙ,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_bfa3fa802461,to-koytoyki-toy-nikola-bfa3,Το κουτούκι του Νικόλα,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_c043e36ec66a,nissos-seafood-tavern-c043,Nissos Seafood Tavern,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_c1e639fcf77c,panos-fish-tavern-c1e6,Panos Fish Tavern,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_c23b79f3de18,taverna-antigoni-c23b,Ταβερνα Αντιγόνη,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_c2965cc0335d,maiolica-sifnos-c296,Maiòlica Sifnos,restaurant,fish-tavernas,fish-tavernas|luxury-dining,OK
fishTavernasRestaurants_c390847dbff0,papadakis-restaurant-c390,Papadakis Restaurant,restaurant,fish-tavernas,fish-tavernas|luxury-dining,OK
fishTavernasRestaurants_c628ee14dc22,taverna-areti-stamoulis-c628,Taverna Areti - Stamoulis,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_c8d79ddce787,ayra-c8d7,Αύρα,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_c8eeb49067cc,aggelika-fish-taverna-c8ee,Aggelika Fish Taverna,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_c99168937472,rerras-c991,Ρέρρας,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_ce3871da46c4,captain-george-ce38,Captain George,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_ce3d409f9fbd,e-g-taxideyontas-ce3d,Ε/Γ Ταξιδεύοντας,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_ce6329f6bd44,vallis-restaurant-syrtaki-ce63,Vallis Restaurant Syrtaki,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_cfbde0cf6e1b,psaraki-meze-cfbd,Ψαράκι μεζέ,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_cfc96ee9ddf3,isidora-cfc9,Ισιδώρα,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_d009f344ecc4,thalassa-d009,Thalassa,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_d0606bef60e0,bluefish-paros-d060,Bluefish Paros,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_d069945d0fb2,pelicanos-d069,Pelicanos,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_d0a79fe35429,7-thalasses-d0a7,7 Thalasses,restaurant,fish-tavernas,fish-tavernas|luxury-dining,OK
fishTavernasRestaurants_d0c2abf79717,kritikos-gallery-restaurants-d0c2,Kritikos Gallery & Restaurants,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_d190706d0f4c,techne-restaurant-social-d190,Téchnē Restaurant & Social,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_d1da2c677cc7,mavromatis-d1da,Mavromatis,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_d1fdd80a5c4e,akrogiali-d1fd,Ακρογιάλι,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_d2e31b47d395,geysiploys-d2e3,Γευσίπλους,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_d3195d3c5fff,arodo-d319,Aródo,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_d3ccb775792b,pezoylas-apo-to-1951-d3cc,ΠΕΖΟΥΛΑΣ (από το 1951),restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_d45de4d8396f,marea-sea-spirit-d45d,MAREA sea spirit,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_d4e628ae7f3c,lia-tavern-d4e6,Lia Tavern,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_d5334aaf38d0,kiki-s-tavern-d533,Kiki's Tavern,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_d5a2190de0c2,tama-d5a2,Táma,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_d5c76ebeca06,taverna-tzitzikas-d5c7,Taverna Tzitzikas,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_d7e3e1315391,sarris-tavern-d7e3,Sarris Tavern,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_d7ed2778e57d,fish-tavern-tsaparis-d7ed,Fish Tavern Tsaparis,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_da1220f4c7c3,limani-restaurant-da12,Limani Restaurant,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_da16f2b84772,errikos-fish-tavern-da16,Errikos Fish Tavern,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_dac8860b7404,to-psaraki-dac8,To Psaraki,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_dbeeca252c4d,sarde-litsa-nea-styra-sardelitsa-nea-styra-restaurant-dbee,Σαρδε...λίτσα Νέα Στύρα / Sardelitsa Nea Styra Restaurant,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_deef9d161177,tavern-zolithros-deef,Tavern Zolithros,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_defc11d1130f,psaravolada-restaurant-defc,Psaravolada Restaurant,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_df6d0cb0c542,fratzeskos-tavern-df6d,Fratzeskos tavern,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_e056f191e63e,nissaki-restaurant-est-1971-e056,Nissaki Restaurant est. 1971,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_e10a32c39c5a,tom-psarotaverna-e10a,TOM Psarotaverna,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_e355b9bd1307,arsanas-restaurant-e355,Arsanas Restaurant,restaurant,fish-tavernas,fish-tavernas|luxury-dining,OK
fishTavernasRestaurants_e3cad400eebc,panos-cafe-e3ca,Panos Cafe,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_e4a529eccfe5,akti-ntovil-sea-taste-e4a5,Akti Ntovil sea taste,restaurant,fish-tavernas,fish-tavernas|luxury-dining,OK
fishTavernasRestaurants_e4bded96d41b,akrogiali-restaurant-studios-e4bd,Akrogiali Restaurant- Studios,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_e776bdd89777,psitos-mpakaliaros-e776,Ψητός Μπακαλιάρος,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_e81adc52e910,agkyra-fish-restaurant-in-kos-town-e81a,Agkyra Fish Restaurant in Kos Town,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_e97561328583,akti-e975,Ακτή,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_e98c62e6ec54,en-plo-e98c,En Plo,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_ea0f62d8c83d,psarokokkalo-ea0f,Psarokokkalo,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_eaca4ed31815,akrogiali-2-eaca,Akrogiali 2,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_eaec6bd11d2a,tsipoyradiko-anoixi-para-tetarto-eaec,Τσιπουράδικο "Άνοιξη παρά Τέταρτο",restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_eb690c18b7db,sea-satin-athens-riviera-eb69,Sea Satin Athens Riviera,restaurant,fish-tavernas,fish-tavernas|luxury-dining,OK
fishTavernasRestaurants_ec6f8deb686c,romeo-restaurant-ec6f,Romeo Restaurant,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_ec6fbfb939ca,oyzeri-o-giannis-ec6f,Ουζερί ο Γιάννης,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_ec7fddf4df43,mourga-ec7f,Mourga,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_ecaa83f4acfd,archipelagos-ecaa,Archipelagos,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_ecc815b7c2ba,chromata-vythoy-ecc8,Χρώματα Βυθού,restaurant,fish-tavernas,fish-tavernas|luxury-dining,OK
fishTavernasRestaurants_edc276d1ee37,papalina-edc2,Παπαλίνα,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_ee4e507362e3,ormos-afroditis-ee4e,Όρμος Αφροδίτης,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_ee92835c0d0d,oyzeri-apanemo-ee92,Ουζερί Απάνεμο,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_ef34e6a5f34e,ammos-restaurant-ef34,AMMOS Restaurant,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_efccd15b6223,kehria-tarsanas-taverna-efcc,Kehria Tarsanas Taverna,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_f0432a23e1ec,roza-s-f043,Roza's,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_f065f7059030,binelikia-f065,Binelikia,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_f0d4e1537e1b,hippie-fish-mykonos-f0d4,Hippie Fish Mykonos,restaurant,fish-tavernas,fish-tavernas|luxury-dining,OK
fishTavernasRestaurants_f11f3f78b977,taverna-ta-tria-pitharia-f11f,Taverna Ta Tria Pitharia,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_f1a82ca58a60,paolo-nikos-restaurant-f1a8,Paolo Nikos Restaurant,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_f3208ead9a15,oyzeri-i-lesvos-f320,Ουζερί Η Λέσβος,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_f33d801592a8,fanis-f33d,Φάνης,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_f4426065c5a4,sardelaki-me-thea-f442,Σαρδελάκι με θέα,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_f6c6315bc0fe,psarotaverna-o-miltos-f6c6,Ψαροταβέρνα ο Μίλτος,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_f7102e19ba0d,koukida-fun-seafood-f710,Koukida Fun-Seafood,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_f7b6756d4a93,psaraki-f7b6,ψαΡΑΚΙ,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_f8b7ef1f9834,mavri-thalassa-f8b7,Mavri Thalassa,restaurant,fish-tavernas,fish-tavernas|luxury-dining,OK
fishTavernasRestaurants_f8d86bc09dac,thalassaki-peiraiki-f8d8,Θαλασσάκι Πειραϊκή,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_f99700801233,the-nets-f997,Τhe Nets,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_f9baec1ee464,kounelas-fish-tavern-f9ba,Kounelas Fish Tavern,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_f9e04647b52c,traditional-seafood-tavern-o-nontas-f9e0,Traditional seafood tavern o Nontas,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_fb10a0ef09f6,to-karnagio-to-karnagio-agia-kyriaki-notioy-pilioy-fb10,To Karnagio / Το Καρνάγιο - Αγία Κυριακή Νοτίου Πηλίου,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_fb9d66fac1f5,tavern-agnanti-fb9d,Tavern Agnanti,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_fbb17c01a708,oceanides-seafood-restaurant-fbb1,Oceanides Seafood Restaurant,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_fd7ed352bb9f,kapetan-giorgis-o-mytilinios-fd7e,Καπετάν Γιώργης «Ο Μυτιληνιός»,restaurant,fish-tavernas,fish-tavernas,OK
fishTavernasRestaurants_ff2ad0d31126,gialos-fish-seafood-tavern-ff2a,Gialos Fish & Seafood Tavern,restaurant,fish-tavernas,fish-tavernas,OK
greekRestaurants_0010dafcf3e9,manari-taverna-0010,Manári Taverna,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_00acd58871fd,parko-kefalovryso-00ac,Πάρκο Κεφαλόβρυσο,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_0105e2b1bfb5,i-taverna-toy-katsogiannoy-0105,Η ταβέρνα του Κατσόγιαννου,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_013c7ee68bf7,to-rini-013c,Το Ρίνι,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_01412cd104e7,bandiera-0141,Bandiera,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_01e264743001,fysarmonika-mezedopoteion-01e2,Φυσαρμόνικα Μεζεδοποτείον,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_02502989157d,taverna-o-mparmpa-giorgis-0250,Ταβερνα Ο Μπαρμπα Γιώργης,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_025e209eb62b,hasika-025e,Hasika,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_028889ec4c7c,kafeneion-giasemi-0288,Καφενείον Γιασεμί,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_03068c7e0a94,o-loytros-0306,Ο Λουτρός,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_039c6865507c,taverna-to-poyrnari-039c,Ταβέρνα Το Πουρνάρι,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_03e6ec370650,estiatorio-tis-stamatias-03e6,ΕΣΤΙΑΤΟΡΙΟ ΤΗΣ ΣΤΑΜΑΤΙΑΣ,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_04415057069a,mayros-gatos-0441,Μαύρος Γάτος,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_0508aab0e4db,ampelostrates-0508,Αμπελοστράτες,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_05c7d7fb8213,fortoynis-tsipoyradiko-05c7,Φορτούνης  Τσιπουράδικο.,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_06432e64b492,taverna-to-panorama-0643,Ταβέρνα το Πανόραμα,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_0677d6c362a6,evora-eatery-0677,Εβόρα Eatery,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_0765f66fde9c,to-koytoyki-toy-nikola-0765,Το Κουτούκι του Νικόλα,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_077f474cb97d,stis-ellis-077f,Στης Έλλης,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_0880507319bf,estiatorio-ayli-0880,Εστιατόριο Αυλή,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_08b616cef0f8,kontrampanto-contrabando-08b6,Κοντραμπάντο - Contrabando,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_091086b3e4f0,taverna-to-steki-0910,Taverna To Steki,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_0981b7de54f0,to-palio-podilato-0981,Το Παλιό Ποδήλατο,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_0a00e5cfcbb9,motosako-0a00,ΜΟΤΟΣΑΚΟ,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_0b3881d28de7,kafeneio-karai-0b38,Καφενείο Καράι,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_0c0ca9fd779c,barba-giannis-maritsa-0c0c,Barba Giannis & Maritsa,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_0c30703c94b5,krasopoylio-toy-kokkora-0c30,Κρασοπουλιο του Κοκκορα,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_0c72524c082e,gia-des-gkarnten-0c72,Για Δες Γκάρντεν,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_0c835368c56b,anestis-chasapotaverna-0c83,Ανέστης Χασαποταβέρνα,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_0c9a78977f40,nea-folia-0c9a,Νέα Φωλιά,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_0cec67514103,ama-lachei-0cec,Άμα Λάχει,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_0d2e578d4137,sasmos-kritiko-estiatorio-0d2e,Σασμός Κρητικό Εστιατόριο,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_0d79ffe3d8c0,taverna-andreas-0d79,Ταβέρνα Αndreas,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_0e05498ee2eb,ta-tria-asteria-salale-0e05,Τα Τρια Αστερια SALALE,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_0e26d4a47188,to-steki-0e26,Το Στέκι,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_0e937f9c9d72,pidalio-restaurant-0e93,Πηδάλιο -Restaurant,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_0ed04ce88e4f,opos-palia-0ed0,Όπως Παλιά,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_0ed6080d2409,barbalias-souvlaki-kebab-0ed6,Barbalias Souvlaki Kebab,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_0ef8cfb2d853,kolokythas-oikogeneiaki-taverna-0ef8,ΚΟΛΟΚΥΘΑΣ Οικογενειακή Ταβέρνα,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_0efe597f6052,kantina-steno-0efe,Kantina Steno,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_104d52bd2241,mpalkoni-estiatorio-kai-mpar-104d,Μπαλκόνι Εστιατόριο και Μπαρ,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_1079f07652cc,dipnosofistis-1079,Dipnosofistis,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_10b7a0bbe499,alexandros-restaurant-grill-10b7,Alexandros Restaurant Grill,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_10ece8dd8944,kalligeyston-10ec,Καλλίγευστον,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_11bcbb15df27,chalaro-11bc,Χάλαρο,restaurant,greek-restaurants,greek-restaurants,OK
greekRestaurants_11dff068e9ea,taverna-toy-vardi-11df,Ταβέρνα του Βαρδή,restaurant,greek-restaurants,greek-restaurants,OK
